TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:15:00,24061.75,1.0143,24100,168890890,171302515,576905,1593940,1723917195,1653290470,24050,129.15,2329405,39181025,0.0000,0.0000,0.000000,0.0000,82.80,2360215,70609240,0.0000,0.0000,0.000000,0.0000,0.0000,25000,24000,2970175,1763005,2393270,169065,NEUTRAL,,BUILDING,2026-06-30,1
09:15:29,24051.9,1.0177,24100,168813930,171797740,1663220,2194335,27097980,28564380,24050,93.10,2407925,1716065,16.0400,0.5144,0.001800,-35.8601,88.95,2503865,2202915,16.0100,-0.4856,0.001800,-35.7918,-0.0300,25000,24000,1744600,2230735,81380,36400,NEUTRAL,,BUILDING,2026-06-30,1
09:16:29,24098.35,1.0257,24050,175527505,180033490,8376795,10430085,87100260,75651940,24100,88.65,9862645,8751145,15.4300,0.5018,0.001800,-34.5883,86.85,7381920,5828225,15.6100,-0.4982,0.001800,-34.9988,0.1800,25000,24000,8712065,10967525,335270,537440,NEUTRAL,,BUILDING,2026-06-30,1
09:17:59,24087.25,1.0257,24050,180844310,185492840,13693600,15889435,129010050,114611380,24100,84.55,11048700,14755910,15.0900,0.4977,0.001900,-33.8459,90.15,8629920,10463830,15.6400,-0.5021,0.001800,-35.0780,0.5500,25000,24000,13723530,16626750,29930,737315,NEUTRAL,,BUILDING,2026-06-30,1
09:18:59,24101.4,1.0199,24100,185471940,189165665,18321230,19562260,151723195,133655795,24100,90.00,12025715,17900610,14.8000,0.5208,0.001900,-33.1772,83.80,9289800,12677210,16.0100,-0.4805,0.001800,-35.8851,1.2100,25000,24000,18359915,19993555,38685,431295,NEUTRAL,,BUILDING,2026-06-30,1
09:19:59,24084,1.0244,24100,188290665,192886710,21139955,23283305,171450825,153343385,24100,84.25,12634895,20700485,14.5300,0.5099,0.001900,-32.5969,90.30,10054135,14657500,16.3900,-0.4909,0.001700,-36.7758,1.8600,25000,24000,21250790,23570540,110835,287235,NEUTRAL,,BUILDING,2026-06-30,1
09:20:59,24098.2,1.0246,24100,190864010,195551450,23713300,25948045,191947990,171218320,24100,88.55,13431275,23840570,14.9500,0.5112,0.001900,-33.5631,83.00,10595455,17576520,15.6100,-0.4891,0.001800,-35.0365,0.6600,24100,24000,23919360,26369505,206060,421460,NEUTRAL,,BUILDING,2026-06-30,1
09:21:59,24103.6,1.0269,24100,193664840,198874430,26514130,29271025,207552280,186709575,24100,92.50,14087840,26738075,15.1100,0.5225,0.001900,-33.8829,81.65,11387935,19354985,15.5000,-0.4780,0.001800,-34.7751,0.3900,24100,24000,26673195,29812190,159065,541165,NEUTRAL,,BUILDING,2026-06-30,1
09:22:59,24101.4,1.0372,24100,194894285,202146015,27743575,32542610,229491600,200540730,24100,91.80,14252355,31163405,14.4500,0.5405,0.001900,-32.3163,83.95,12151230,21726380,16.4500,-0.4640,0.001700,-36.8264,2.0000,24100,24000,27891655,33276760,148080,734150,NEUTRAL,,BUILDING,2026-06-30,1
09:23:59,24094.45,1.0379,24100,196563755,204007895,29413045,34404490,242955765,214458725,24100,86.65,14359475,33465120,14.3900,0.5303,0.002000,-32.2550,88.20,12490725,23867285,16.6500,-0.4733,0.001700,-37.3415,2.2600,24100,24000,29524855,35280145,111810,875655,NEUTRAL,,BUILDING,2026-06-30,1
11:59:42,24016.5,0.8770,24100,255511475,224082220,88360765,54478815,1935698830,2211501695,24000,97.50,17433485,153914865,14.6900,0.5723,0.002000,-33.8773,75.90,22161495,348679760,17.1100,-0.4373,0.001700,-39.5995,2.4200,24100,24000,91428660,59535205,3067895,5056390,NEUTRAL,,BUILDING,2026-06-30,1
12:01:09,24015.35,0.8774,24100,256877710,225377220,89727000,55773815,1944741045,2225563535,24000,98.55,17719290,155233585,15.3000,0.5543,0.001900,-35.5461,74.40,22537915,351559000,16.6200,-0.4497,0.001800,-38.6450,1.3200,24100,24000,92814460,60805505,3087460,5031690,BEARISH,37.64,BUILDING,2026-06-30,1
12:02:29,24014.7,0.8752,24100,257251850,225145300,90101140,55541895,1953822520,2235503335,24000,97.60,17818285,156473265,14.7400,0.5699,0.002000,-34.0466,75.15,22460565,353571140,17.0300,-0.4389,0.001700,-39.4794,2.2900,24100,24000,93134520,60641965,3033380,5100070,BEARISH,38.78,BUILDING,2026-06-30,1
12:03:29,24014.65,0.8767,24100,257549070,225800175,90398360,56196770,1958364720,2241090215,24000,98.55,17857220,157017510,15.1400,0.5607,0.001900,-35.1033,73.70,22643605,354577145,16.6600,-0.4445,0.001800,-38.7163,1.5200,24100,24000,93593525,61275845,3195165,5079075,BEARISH,38.66,BUILDING,2026-06-30,1
12:04:36,24009.55,0.8761,24100,258267415,226256540,91116705,56653135,1965064790,2249853385,24000,94.15,17963525,157935375,14.8600,0.5564,0.002000,-34.5287,77.50,22731810,356240690,16.8900,-0.4499,0.001700,-39.3277,2.0300,24100,24000,94312130,61745080,3195425,5091945,BEARISH,37.68,BUILDING,2026-06-30,1
12:05:36,24011,0.8768,24100,258397870,226554630,91247160,56951225,1971395530,2257252465,24000,95.45,18084230,158615470,15.1400,0.5545,0.001900,-35.2005,75.80,22832300,357810310,16.5700,-0.4499,0.001800,-38.5923,1.4300,24100,24000,94451360,62082365,3204200,5131140,BEARISH,37.55,BUILDING,2026-06-30,1
12:06:36,24007.3,0.8758,24100,258929570,226768025,91778860,57164620,1975627680,2263053000,24000,93.55,18171330,159257605,15.0000,0.5528,0.002000,-34.9101,77.90,22899120,359010080,16.7500,-0.4523,0.001800,-39.0582,1.7500,24100,24000,95024855,62359850,3245995,5195230,BEARISH,37.85,BUILDING,2026-06-30,1
12:07:36,24008.95,0.8763,24100,259293475,227217500,92142765,57614095,1980127760,2270328450,24000,95.50,18268150,159825250,14.9500,0.5532,0.002000,-34.8101,76.30,23103740,360605700,16.8900,-0.4525,0.001700,-39.3925,1.9400,24100,24000,95398620,62802760,3255855,5188665,BEARISH,37.09,BUILDING,2026-06-30,1
12:08:36,24009.05,0.8759,24100,259718835,227497650,92568125,57894245,1984046350,2274990640,24000,94.95,18314950,160277455,15.0500,0.5535,0.002000,-35.0307,76.85,23202670,361511475,16.7800,-0.4517,0.001800,-39.1461,1.7300,24100,24000,95822355,63059120,3254230,5164875,BEARISH,37.40,BUILDING,2026-06-30,1
12:09:36,24014.2,0.8739,24100,260214070,227403660,93063360,57800255,1988700220,2281919770,24000,98.90,18409980,160992520,14.8600,0.5689,0.002000,-34.4174,72.45,23178620,362909300,16.8500,-0.4387,0.001700,-39.1354,1.9900,24100,24000,96313430,63001530,3250070,5201275,BEARISH,37.44,BUILDING,2026-06-30,1
12:10:36,24014.7,0.8705,24100,260471795,226733705,93321085,57130300,1993801810,2288346970,24000,97.55,18477710,161894200,14.7400,0.5661,0.002000,-34.1844,73.35,23009100,364392080,16.8300,-0.4416,0.001700,-39.1524,2.0900,24100,24000,96630045,62361865,3308960,5231565,BEARISH,38.53,BUILDING,2026-06-30,1
12:11:36,24013.2,0.8697,24100,260944605,226944175,93793895,57340770,1997426665,2294484985,24000,95.70,18561885,162425185,14.9500,0.5645,0.002000,-34.7138,75.55,23140465,365468740,16.6600,-0.4418,0.001800,-38.7752,1.7100,24100,24000,97126970,62598400,3333075,5257630,BEARISH,38.66,BUILDING,2026-06-30,1
12:12:36,24003.95,0.8695,24100,261343955,227237195,94193245,57633790,2002265070,2301809510,24000,92.05,18601080,163226310,14.8800,0.5515,0.002000,-34.7029,79.50,23244140,367201835,16.9200,-0.4542,0.001700,-39.5428,2.0400,24100,24000,97532830,62860155,3339585,5226365,BEARISH,38.31,BUILDING,2026-06-30,1
12:13:36,23996.8,0.8656,24100,260994285,225925495,93843575,56322090,2023154900,2333648915,24000,90.10,18553985,166491130,15.0300,0.5385,0.002000,-35.1911,81.70,22885145,373940450,17.0000,-0.4656,0.001700,-39.8369,1.9700,24100,24000,97180300,61678130,3336725,5356040,BEARISH,36.43,BUILDING,2026-06-30,1
12:14:36,23991.9,0.8694,24100,261444735,227305185,94294025,57701780,2032494620,2346158945,24000,85.95,18790910,167817520,15.1800,0.5252,0.002000,-35.6442,86.85,23193700,376686180,17.0100,-0.4771,0.001700,-39.9571,1.8300,24100,24000,97645635,63028310,3351610,5326530,BEARISH,35.42,BUILDING,2026-06-30,1
12:15:36,23994.25,0.8699,24100,261538920,227525015,94388210,57921610,2042610050,2361367385,24000,85.95,18881000,169241735,15.4300,0.5154,0.001900,-36.2665,85.20,23333450,379772315,16.6600,-0.4855,0.001800,-39.1754,1.2300,24100,24000,97753295,63277390,3365085,5355780,BEARISH,34.22,BUILDING,2026-06-30,1
12:16:36,23985.55,0.8697,24100,262407385,228216460,95256675,58613055,2055647750,2376585510,24000,82.00,19298560,170914900,15.1200,0.5135,0.002000,-35.5645,90.30,23626015,383304350,17.0000,-0.4876,0.001800,-39.9822,1.8800,24100,24000,98645485,63978195,3388810,5365140,BEARISH,35.00,BUILDING,2026-06-30,1
12:17:36,23987.65,0.8663,24100,262376705,227286950,95225995,57683545,2068048645,2397925270,24000,84.50,19509615,172840135,14.9500,0.5216,0.002000,-35.1550,86.75,23372330,387813790,17.0300,-0.4806,0.001700,-40.0450,2.0800,24100,24000,98611750,63157320,3385755,5473775,BEARISH,33.63,BUILDING,2026-06-30,1
12:18:36,23982.3,0.8625,24100,263446735,227230665,96296025,57627260,2076498710,2410698160,24000,82.35,19898770,174147155,14.9100,0.5155,0.002000,-35.0787,89.65,23312470,390450125,17.2400,-0.4861,0.001700,-40.5781,2.3300,24100,24000,99672940,63108445,3376915,5481185,BEARISH,33.53,BUILDING,2026-06-30,1
12:19:36,23975.85,0.8517,24100,264351860,225142345,97201150,55538940,2089218495,2434874065,24000,79.10,20296830,176474285,15.0300,0.4991,0.002000,-35.3911,93.40,22945480,395332405,17.2900,-0.5003,0.001700,-40.7089,2.2600,24100,24000,100575075,61102090,3373925,5563150,BEARISH,32.67,BUILDING,2026-06-30,1
12:20:36,23978.3,0.8399,24100,265081290,222653685,97930580,53050280,2101868275,2455841050,24000,80.30,20774255,178489025,15.3700,0.4920,0.001900,-36.1800,91.60,22286510,399392565,16.9800,-0.5069,0.001800,-39.9905,1.6100,24100,24000,101367555,58804080,3436975,5753800,BEARISH,32.23,BUILDING,2026-06-30,1
12:21:36,23978.5,0.8316,24100,265740120,220990940,98589410,51387535,2112548165,2473842475,24000,78.85,21210665,180388390,15.0800,0.4949,0.002000,-35.5149,93.65,21776645,402594920,17.3200,-0.5039,0.001700,-40.8003,2.2400,24100,24000,102019960,57268475,3430550,5880940,BEARISH,32.06,BUILDING,2026-06-30,1
