TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:54:02,23975.25,0.6979,24400,218066810,152190220,57289700,18331690,472086875,499993130,24000,174.95,11419135,30556695,16.9800,0.5036,0.000900,-20.6823,181.90,9905610,62622235,17.5900,-0.4962,0.000900,-21.4255,0.6100,25000,23000,61843795,20900685,4554095,2568995,NEUTRAL,,BUILDING,2026-04-28,4
09:54:31,23963.85,0.6979,24400,218055565,152183395,57278455,18324865,475397975,503554025,23950,196.25,1559220,5439135,17.3700,0.5359,0.000900,-21.0600,163.90,2403180,23409165,17.4600,-0.4642,0.000900,-21.1624,0.0900,25000,23000,61840740,20893990,4562285,2569125,BEARISH,12.34,BUILDING,2026-04-28,4
09:55:31,23947.95,0.6961,24400,219804520,153005710,59027410,19147180,490069515,518606140,23950,189.75,1557530,6089720,17.5900,0.5134,0.000900,-21.3727,170.95,2483195,24769355,17.2700,-0.4864,0.000900,-20.9831,-0.3200,25000,23000,63601590,21861190,4574180,2714010,BEARISH,11.42,BUILDING,2026-04-28,4
09:57:32,23951.75,0.6961,24400,219766495,152989525,58989385,19130995,505248185,536211455,23950,189.20,1557530,6753045,17.1100,0.5267,0.000900,-20.7699,171.60,2483195,26339755,17.9400,-0.4742,0.000900,-21.7829,0.8300,25000,23000,63572860,21847540,4583475,2716545,BEARISH,24.77,BUILDING,2026-04-28,4
10:05:22,23997.1,0.6897,24400,224240965,154666720,63463855,20808190,560593150,588612440,24000,180.90,12258220,43150315,16.7900,0.5156,0.000900,-20.4653,168.60,9471475,74293115,17.2000,-0.4846,0.000900,-20.9585,0.4100,25000,23000,68436485,23287550,4972630,2479360,NEUTRAL,,BUILDING,2026-04-28,4
10:20:30,23968.15,0.7128,24400,224740945,160192370,63963835,26333840,656884995,681921955,23950,192.80,1931215,14183780,17.1100,0.5332,0.000900,-20.7897,155.35,3682640,38381460,16.7200,-0.4662,0.000900,-20.3235,-0.3900,25000,23000,69153240,29069105,5189405,2735265,BEARISH,26.58,BUILDING,2026-04-28,4
10:24:47,23945.95,0.7068,24400,225721340,159541330,64944230,25682800,681776745,713340420,23950,182.80,1996735,15600650,16.7000,0.5222,0.000900,-20.3338,166.15,3589885,41686450,17.0000,-0.4780,0.000900,-20.6968,0.3000,25000,23000,69997265,28639520,5053035,2956720,BEARISH,22.61,BUILDING,2026-04-28,4
10:29:32,23957.4,0.6949,24400,228211035,158576080,67433925,24717550,713634675,747142175,23950,185.50,2412930,17667000,16.8100,0.5268,0.000900,-20.4618,159.60,3515850,45076590,16.8700,-0.4732,0.000900,-20.5363,0.0600,25000,23000,72675525,27984515,5241600,3266965,BEARISH,20.46,BUILDING,2026-04-28,4
10:30:52,23958.25,0.6949,24400,228200700,158570035,67423590,24711505,719780360,753841790,23950,187.00,2412930,18045495,16.9100,0.5238,0.000900,-20.6014,159.60,3515850,45568250,16.8200,-0.4761,0.000900,-20.4896,-0.0900,25000,23000,72665320,27983605,5241730,3272100,BEARISH,25.52,BUILDING,2026-04-28,4
10:34:55,23965.3,0.6887,24400,231108670,159155360,70331560,25296830,738192780,770990285,23950,187.65,2711215,19080100,16.3500,0.5397,0.000900,-19.8705,159.15,3555695,47072805,17.2700,-0.4621,0.000900,-20.9920,0.9200,25000,23000,75570040,28519465,5238480,3222635,BEARISH,27.96,BUILDING,2026-04-28,4
10:35:56,23959.8,0.6885,24400,231157095,159151785,70379985,25293255,741821080,774222020,23950,185.30,2711215,19293755,16.7300,0.5277,0.000900,-20.3773,161.85,3555695,47322145,16.9700,-0.4726,0.000900,-20.6663,0.2400,25000,23000,75623730,28524860,5243745,3231605,BEARISH,27.72,BUILDING,2026-04-28,4
10:49:18,23918.6,0.6844,24400,234205855,160297475,73428745,26438945,809211520,851276140,23900,190.35,2698605,16763175,16.9200,0.5367,0.000900,-20.5604,157.30,6180460,64047620,16.9400,-0.4634,0.000900,-20.5791,0.0200,25000,23000,78593775,29868215,5165030,3429270,NEUTRAL,,BUILDING,2026-04-28,4
