TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
09:52:02,24296,1.0470,24300,164293415,172013855,28215850,33461285,731394820,680362930,24300,125.60,8658390,52669110,22.3700,0.4948,0.001300,-51.0565,145.70,10376470,71744400,25.7400,-0.5038,0.001100,-58.7556,3.3700,25000,24000,42082690,39714415,13866840,6253130,NEUTRAL,,BUILDING,2026-04-21,1
09:52:08,24297.05,1.0470,24300,164293415,172011385,28215850,33458815,732076865,681125250,24300,125.80,8658390,52755820,22.7100,0.4959,0.001200,-51.8276,145.90,10376470,71805500,25.3600,-0.5030,0.001100,-57.8893,2.6500,25000,24000,42082690,39711880,13866840,6253065,BEARISH,39.56,BUILDING,2026-04-21,1
09:53:27,24317.5,1.0318,24300,166969140,172283670,30891575,33731100,750399455,696563010,24300,136.60,9060025,55529435,22.8100,0.5207,0.001200,-52.0666,134.85,10409945,73919820,25.4100,-0.4808,0.001100,-57.9985,2.6000,25000,23000,44613010,40095380,13721435,6364280,NEUTRAL,,BUILDING,2026-04-21,1
09:55:54,24343.1,1.0479,24300,164715980,172601390,28638415,34048820,800844265,727224030,24350,125.35,6488820,49251865,22.9500,0.4927,0.001200,-52.5373,149.05,4906785,46201870,25.7600,-0.5059,0.001100,-58.9682,2.8100,25000,24300,42203070,40588665,13564655,6539845,NEUTRAL,,BUILDING,2026-04-21,1
10:01:39,24338.75,1.0760,24300,164882770,177409960,28805205,38857390,858823355,773736600,24350,124.45,6680895,53856140,23.0400,0.4864,0.001200,-52.7993,149.20,5750940,49654475,25.3600,-0.5118,0.001100,-58.1223,2.3200,25000,24300,43111380,45728215,14306175,6870825,NEUTRAL,,BUILDING,2026-04-21,1
10:02:48,24343.85,1.0754,24300,164880365,177320325,28802800,38767755,870532455,781239810,24350,124.20,6680895,54689505,22.8300,0.4881,0.001200,-52.3363,148.30,5750940,50125010,25.7000,-0.5099,0.001100,-58.9212,2.8700,25000,24300,43111380,45704035,14308580,6936280,BULLISH,54.80,BUILDING,2026-04-21,1
10:03:47,24362.75,1.0755,24300,164872500,177320195,28794935,38767625,901556240,800121855,24350,136.30,6680895,57562700,23.1600,0.5194,0.001200,-53.1387,136.75,5750940,51763140,25.2800,-0.4818,0.001100,-58.0124,2.1200,25000,24300,43111380,45704490,14316445,6936865,BULLISH,62.47,BUILDING,2026-04-21,1
10:04:49,24351.95,1.0826,24300,163007455,176479420,26929890,37926850,918751535,809845920,24350,130.50,6356350,58925165,22.9900,0.5033,0.001200,-52.8006,141.95,5891275,52548210,25.4400,-0.4964,0.001100,-58.4062,2.4500,25000,24300,41557230,44847075,14627340,6920225,BULLISH,63.59,BUILDING,2026-04-21,1
10:06:18,24359.55,1.0826,24300,162990620,176454395,26913055,37901825,939349255,818829635,24350,134.60,6356350,60535995,22.8300,0.5159,0.001200,-52.4190,137.90,5891275,53295060,25.6800,-0.4853,0.001100,-58.9778,2.8500,25000,24300,41557230,44843175,14644175,6941350,BULLISH,62.88,BUILDING,2026-04-21,1
10:09:17,24382.45,1.0923,24300,163187830,178253010,27110265,39700440,984442095,845728455,24400,119.20,10602995,90141675,23.0100,0.4800,0.001200,-52.9054,151.45,4808375,52194350,24.9900,-0.5179,0.001100,-57.4800,1.9800,25000,24300,42440125,46723885,15329860,7023445,NEUTRAL,,BUILDING,2026-04-21,1
