TIME,SPOT,PCR,MAX_PAIN,TOTAL_CALL_OI,TOTAL_PUT_OI,CALL_OI_CHG,PUT_OI_CHG,TOTAL_CALL_VOL,TOTAL_PUT_VOL,ATM_STRIKE,ATM_CE_LTP,ATM_CE_OI,ATM_CE_VOL,ATM_CE_IV,ATM_CE_DELTA,ATM_CE_GAMMA,ATM_CE_THETA,ATM_PE_LTP,ATM_PE_OI,ATM_PE_VOL,ATM_PE_IV,ATM_PE_DELTA,ATM_PE_GAMMA,ATM_PE_THETA,IV_SKEW,MAX_CALL_STRIKE,MAX_PUT_STRIKE,CALL_OI_BUILD,PUT_OI_BUILD,CALL_OI_UNWIND,PUT_OI_UNWIND,EMA6_BIAS,RSI14,OI_MOMENTUM,EXPIRY,DTE
11:03:09,22755.6,0.8674,23100,101713300,88229050,41385305,41977780,526597240,475842770,22750,333.80,600340,4981730,26.9400,0.5223,0.000500,-25.7233,291.55,1667900,12562875,25.9900,-0.4774,0.000500,-24.8189,-0.9500,23500,20200,43026425,42074305,1641120,96525,NEUTRAL,,BUILDING,2026-04-07,6
11:03:15,22756.6,0.8674,23100,101713300,88229050,41385305,41977780,526936995,476208265,22750,334.65,600340,4991155,26.9400,0.5226,0.000500,-25.7231,291.50,1667900,12583610,26.0200,-0.4771,0.000500,-24.8405,-0.9200,23500,20200,43026425,42074305,1641120,96525,BEARISH,28.11,BUILDING,2026-04-07,6
11:14:38,22763.25,0.8213,23200,105136395,86350030,44808400,40098760,563362800,517089625,22750,335.40,830050,6604065,26.7900,0.5260,0.000500,-25.5878,289.10,1686750,15533960,26.0300,-0.4736,0.000500,-24.8649,-0.7600,23500,20200,46414680,40251510,1606280,152750,NEUTRAL,,BUILDING,2026-04-07,6
11:17:05,22755.9,0.8271,23200,105509625,87265425,45181630,41014155,568685910,523693235,22750,333.95,813410,6784245,26.8100,0.5243,0.000500,-25.6164,294.35,1822405,16003390,26.2600,-0.4755,0.000500,-25.0907,-0.5500,23500,20200,46785570,41167165,1603940,153010,BEARISH,43.55,BUILDING,2026-04-07,6
11:23:19,22775.75,0.8154,23200,106794415,87084335,46466420,40833065,581539075,536089905,22800,316.00,3778190,32757010,26.7100,0.5076,0.000500,-25.5921,306.00,3248895,46030140,25.8700,-0.4926,0.000500,-24.7883,-0.8400,23500,20200,48052290,41003365,1585870,170300,BULLISH,53.02,BUILDING,2026-04-07,6
11:25:56,22782.25,0.8199,23200,106642770,87433905,46314775,41182635,586722240,539369545,22800,318.60,3751865,33284810,26.6700,0.5105,0.000500,-25.5616,302.60,3313245,46325825,25.9100,-0.4896,0.000500,-24.8306,-0.7600,23500,20200,47911435,41352155,1596660,169520,BULLISH,51.66,BUILDING,2026-04-07,6
11:28:09,22798.6,0.8199,23200,106647905,87436505,46319910,41185235,593303165,544437530,22800,323.95,3751865,33842120,26.2100,0.5194,0.000500,-25.1242,294.50,3313245,46906275,25.9600,-0.4805,0.000500,-24.8755,-0.2500,23500,20200,47917090,41354560,1597180,169325,BULLISH,57.96,BUILDING,2026-04-07,6
11:30:05,22790.35,0.8188,23200,106246660,86993725,45918665,40742455,598232700,548481960,22800,321.20,3703830,34460530,26.5900,0.5133,0.000500,-25.4881,300.00,3263780,47429265,25.9700,-0.4867,0.000500,-24.8957,-0.6200,23500,20200,47537035,40921465,1618370,179010,BULLISH,57.67,BUILDING,2026-04-07,6
11:33:12,22792,0.8172,23200,106607280,87124765,46279285,40873495,608180755,555093500,22800,323.35,3751605,35610835,26.5300,0.5174,0.000500,-25.4330,293.85,3357575,48360195,25.6300,-0.4824,0.000500,-24.5695,-0.9000,23500,20200,47899865,41052440,1620580,178945,BULLISH,57.75,BUILDING,2026-04-07,6
11:36:49,22795.85,0.8204,23200,106292485,87207120,45964490,40955850,613754050,560078675,22800,326.50,3798795,36247315,26.6000,0.5177,0.000500,-25.5111,290.70,3337945,48900020,25.5500,-0.4821,0.000500,-24.5010,-1.0500,23500,20200,47608340,41138305,1643850,182455,BULLISH,58.69,BUILDING,2026-04-07,6
11:38:06,22801.15,0.8240,23200,106372500,87649250,46044505,41397980,616129085,562264365,22800,325.90,3797235,36459345,26.5900,0.5204,0.000500,-25.4960,288.95,3419845,49178285,25.4700,-0.4793,0.000500,-24.4269,-1.1200,23500,20200,47696090,41594930,1651585,196950,BULLISH,61.94,BUILDING,2026-04-07,6
